subject,band,state,R,D_eff,M_tau,Pi,theta_power,alpha_power,beta_power,gamma_power,alpha_gamma_ratio,spectral_entropy
SC4022,sigma,REM,0.2635473135021636,1.000000000001,0.09726333652969624,0.9013035381750466,0.16011727314313587,0.046485347299228895,0.029111836724302904,0.012538594506229989,3.9839724086918666,0.6020876714428376
SC4022,sigma,Wake,0.08949499410707598,1.000000000001,0.0950727578325128,0.896,0.06290758053331873,0.029353366486958528,0.058991785752081166,0.05338504392124393,0.7403985237179745,0.5949878742240716
SC4031,sigma,NREM,0.39560115736835566,1.000000000001,0.08936183255190416,0.8203427307904919,0.1675414532837122,0.07819115776316395,0.08461632281685562,0.006450139411571271,14.407766159126421,0.6496361109115549
SC4031,sigma,REM,0.19377283055806432,1.000000000001,0.09590608083204112,0.9282296650717703,0.23884515966875022,0.1771366205716504,0.06408700301415714,0.014130249704361,13.433152704635063,0.7295176141491376
SC4031,sigma,Wake,0.10196247017903881,1.000000000001,0.0947495856507535,0.9,0.10134792390596216,0.24092203600726023,0.1603287221624848,0.127471595598728,15.214132690446727,0.7969899580334087
SC4032,sigma,NREM,0.5380013142344073,1.000000000001,0.08293356565583244,0.7447916666666666,0.15695370234256284,0.07948453673417752,0.10492616634705478,0.00912529551869275,12.175244914866276,0.6606989718468146
SC4032,sigma,REM,0.31257972301929954,1.000000000001,0.0934675165712681,0.9028475711892797,0.23462103844509016,0.14581601630547955,0.08378417116191565,0.02208976874028705,7.218538584790363,0.7475191913380127
SC4032,sigma,Wake,0.14074857037594157,1.000000000001,0.09448170377705936,0.8970588235294118,0.10090288198047946,0.1769512051949724,0.12753550739210473,0.10310033594741096,5.064613154695752,0.7713745268389003
SC4041,sigma,NREM,0.4126602999991105,1.000000000001,0.09023158806659394,0.8235995232419547,0.18288913119964478,0.10370997737039091,0.1107732852924841,0.020072745674910932,12.255023556722838,0.7097841950269687
SC4041,sigma,REM,0.23213525003893193,1.000000000001,0.09627012816164077,0.9081632653061225,0.2236574786957919,0.10106685073164275,0.07922498741442087,0.024491276450977175,4.373201849417924,0.7241631232601173
SC4041,sigma,Wake,0.1374318221724111,1.000000000001,0.09567986305461745,0.9,0.12190617131057536,0.08611178990510203,0.08502084201539342,0.05959934881120279,1.8824153802501724,0.6840437788288141
SC4042,sigma,NREM,0.3930348797195871,1.000000000001,0.09138260490019885,0.83668903803132,0.17407145852310615,0.09772013807603573,0.10907596324197853,0.023574769923648313,11.756019984758609,0.7016165274112344
SC4042,sigma,REM,0.23040971015709055,1.000000000001,0.09604119044234694,0.9419753086419753,0.21628444669020597,0.09884097145118091,0.08769656304170673,0.030635552846180567,3.6576385815669448,0.7312025007115966
SC4042,sigma,Wake,0.10171121215591257,1.000000000001,0.09522297179215436,0.8972972972972973,0.11357797655530029,0.07056729380920405,0.10787312725757249,0.08512881883466539,0.9856407447018498,0.7129435841870368
SC4051,sigma,NREM,0.14841695474653896,1.000000000001,0.10023590996346775,0.8468013468013468,0.17179944605902414,0.06917032452927302,0.04273636310223438,0.005140793955390993,18.99060684118885,0.6151958470358343
SC4051,sigma,REM,0.080108620548386,1.000000000001,0.09753984107011932,0.8774509803921569,0.2756855033123469,0.1157799288569796,0.040888080232740424,0.010427711409661885,12.701735350885684,0.7079625302769248
SC4051,sigma,Wake,0.07551058430710955,1.000000000001,0.09651881044717363,0.8990384615384616,0.1268611561368644,0.31773934655734615,0.05175644072433546,0.027674446962476198,26.974780831483717,0.6484982420879152
SC4052,sigma,NREM,0.22056928959692632,1.000000000001,0.0982951135037629,0.8649289099526066,0.2184346434782107,0.08453676501427332,0.06096964115519002,0.010090315912055241,10.723595107761614,0.6674549603586818
SC4052,sigma,REM,0.11238171122224999,1.000000000001,0.09720316980834741,0.8925925925925925,0.26287872090397446,0.12677256531870623,0.05684003229453957,0.021770232657423057,6.859589420448975,0.7279647347894596
SC4052,sigma,Wake,0.08798103778610286,1.000000000001,0.09600605268090702,0.8963963963963963,0.1333732421231649,0.23657587647426054,0.04741749659671263,0.026849429246020587,14.098627459943067,0.6543986141571838
SC4061,sigma,NREM,0.33939405220351004,1.000000000001,0.09515964579365274,0.9259877573734,0.1436734702078483,0.07052656315988966,0.07053433300632025,0.015714216721570487,7.336027914894536,0.633793277670458
SC4061,sigma,REM,0.20600840572841847,1.000000000001,0.09658984713393887,0.9150326797385621,0.22612766524364178,0.0891546519047155,0.06891444667463675,0.02311268740971763,3.922819847327639,0.720538858730225
SC4061,sigma,Wake,0.11659055365424555,1.0000000000009999,0.09511840866011775,0.8943661971830986,0.09256742558810407,0.14057127494196253,0.1046356082013038,0.08068305202233036,2.4736561054524198,0.7025141135192787
SC4062,sigma,NREM,0.5626382947551916,1.000000000001,0.0861871598197568,0.7861635220125787,0.15518121714614297,0.06587347824797977,0.05021460207685504,0.006509505522512413,17.44391193573029,0.6071851555796578
SC4062,sigma,REM,0.367112292666148,1.000000000001,0.09439878539567415,0.9215686274509804,0.22098288874446764,0.09242015047495543,0.0411183658269632,0.008511260211438552,12.441929371899596,0.6761956721810588
SC4062,sigma,Wake,0.1955685406221601,1.000000000001,0.09448859474448139,0.8963730569948186,0.09486188482806847,0.26056342722867504,0.11123034370097581,0.08522464867273923,20.35929422619066,0.726148756876033
SC4071,sigma,NREM,0.1887352598853772,1.000000000001,0.0985725467657461,0.8944954128440367,0.13072671247807377,0.0951844075896874,0.07079874573288641,0.008416556040213853,23.05445884682137,0.6149677614433459
SC4071,sigma,REM,0.09007063351547766,1.000000000001,0.09759629683723854,0.9292929292929293,0.2102485871131836,0.14520111573937744,0.0678064285469744,0.015899441487021913,11.703552855300542,0.7179411700052317
SC4071,sigma,Wake,0.09488043766047224,1.000000000001,0.0955980660205703,0.8951612903225806,0.08932653085195545,0.11292599562364533,0.14452343475844184,0.10769086540632856,1.6826378848026606,0.7681642665612465
SC4072,sigma,NREM,0.35545763030790817,1.000000000001,0.09371710459188823,0.8896848137535817,0.15360035801625774,0.11661784104333497,0.09483515583707915,0.01614983314323285,14.381186497841755,0.6673090463185768
SC4072,sigma,REM,0.1717594519445916,1.000000000001,0.09664480391743047,0.8988095238095238,0.21880060799300236,0.17184534765442322,0.10229035876489907,0.03252757367892411,6.284758084982106,0.7744584741102303
SC4072,sigma,Wake,0.11015053138620952,1.000000000001,0.09551756857956716,0.8992628992628993,0.0995387101275119,0.0981241120876974,0.17973991367413628,0.13889348983497246,0.9294529734632879,0.8251259032704973
SC4081,sigma,NREM,0.29143290504792246,1.000000000001,0.09572691533968267,0.9166666666666667,0.10880642329824636,0.057020869837955915,0.04219481646007842,0.0043457046372968626,22.853068464233615,0.5522876652603549
SC4081,sigma,REM,0.17259187173909085,1.0000000000009999,0.09689124032365921,0.9109414758269719,0.21761894666337223,0.10349380917362203,0.06694279108999467,0.008927114220110381,16.078891288523167,0.7047213506092366
SC4081,sigma,Wake,0.10697021224158175,1.000000000001,0.09516173979986982,0.8978328173374613,0.10780960624455373,0.11256579964296164,0.10527151688206524,0.05392660662829393,3.8577747132004,0.707379545208236
SC4082,sigma,NREM,0.25617414629019203,1.000000000001,0.09636874673076834,0.9230769230769231,0.10259641821009421,0.042986174526258636,0.031032568692797916,0.0029069195854815187,21.925452716668048,0.5269866866944024
SC4082,sigma,REM,0.1465645862542575,1.000000000001,0.09724426803873965,0.9064102564102564,0.20051732495169822,0.0913207052066868,0.05208375130813076,0.008674642567024162,13.344672143555584,0.676414805957247
SC4082,sigma,Wake,0.10936708451305394,1.000000000001,0.0960329643080876,0.8958333333333334,0.1097779517278477,0.12158337062829716,0.079174870867115,0.028638415331929377,6.076439150257851,0.6504064117198285
SC4091,sigma,NREM,0.5201769312556669,1.000000000001,0.08682731866411299,0.7773333333333333,0.11625718719934638,0.04394638385297883,0.06003886584261206,0.009619761031918092,9.323282528305798,0.5911709605472187
SC4091,sigma,REM,0.30483915385595023,1.000000000001,0.09520955403195666,0.8994252873563218,0.16505720028751228,0.059550600891788937,0.06041831122367622,0.019171110495559505,4.652601483562927,0.6659371796953376
SC4091,sigma,Wake,0.14679822409842122,1.000000000001,0.09488952826416173,0.9,0.09445596340042658,0.0684248891272921,0.13476414868056658,0.10993180745785007,1.0572614241013938,0.7475748336755595
SC4092,sigma,NREM,0.506352112991557,1.000000000001,0.08720540080067336,0.7714285714285715,0.14238822225835965,0.0613721060164351,0.09243080434116749,0.01921255372422738,6.016208185786208,0.6585006864647278
SC4092,sigma,REM,0.2964251810224767,1.000000000001,0.09574952333855918,0.89937106918239,0.19705680019426686,0.08893195430638917,0.1058059098764377,0.044000251974619965,2.516785092125792,0.7572594201301199
SC4092,sigma,Wake,0.15237437880411167,1.000000000001,0.09506608906075235,0.8992805755395683,0.10065460235466192,0.07641993199263586,0.17411566407365547,0.15000444174464994,0.8813268318229933,0.8043341915354559
SC4101,sigma,NREM,0.16118197217802935,1.000000000001,0.09799281450682186,0.8854447439353099,0.13067030637637636,0.05404121524065982,0.069731744951224,0.009363866831626452,9.197803854301064,0.6282099678006259
SC4101,sigma,REM,0.09176244458539354,1.0000000000009999,0.09608845770377794,0.9017713365539453,0.1706578464141176,0.05482582768374279,0.05329817604012281,0.01612488497387881,4.009741014390331,0.6462895479708708
SC4101,sigma,Wake,0.08615953926714211,1.000000000001,0.0951768877751815,0.896774193548387,0.10171389667748414,0.04232018096230562,0.05909263330907309,0.04048447517427396,1.4745351935524431,0.6212201598656618
SC4102,sigma,NREM,0.19886874100265925,1.000000000001,0.09684598168892254,0.8486871384067646,0.12771076147924607,0.05296430539650577,0.07005124541029599,0.00924572579587884,10.321171904175795,0.6233301398013117
SC4102,sigma,REM,0.07696574552926674,1.000000000001,0.09578636489087507,0.8609715242881073,0.1703122489619904,0.04899230789750259,0.04923928272643435,0.015230836438382864,3.64772841358456,0.6429936830722172
SC4102,sigma,Wake,0.0843065109398731,1.000000000001,0.09438883174669827,0.8958333333333334,0.09436131156865177,0.04079250244013184,0.05599696836610743,0.03677676877022618,1.1972998279126248,0.6131547705715692
