relative_path,subject,task,acq,run,extension,suffix,size
sub-1074/eeg/sub-1074_task-awake_acq-tms_eeg.vmrk,1074,awake,tms,0,.vmrk,eeg,9848
sub-1074/eeg/sub-1074_task-awake_acq-tms_events.json,1074,awake,tms,0,.json,events,767
sub-1074/eeg/sub-1074_task-awake_acq-tms_events.tsv,1074,awake,tms,0,.tsv,events,11257
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_channels.tsv,1074,sed2,rest,1,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_eeg.eeg,1074,sed2,rest,1,.eeg,eeg,76800256
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_eeg.json,1074,sed2,rest,1,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,1074,sed2,rest,1,.vhdr,eeg,1815
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_eeg.vmrk,1074,sed2,rest,1,.vmrk,eeg,548
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_events.json,1074,sed2,rest,1,.json,events,767
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-1_events.tsv,1074,sed2,rest,1,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_channels.tsv,1074,sed2,rest,2,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_eeg.eeg,1074,sed2,rest,2,.eeg,eeg,76800256
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_eeg.json,1074,sed2,rest,2,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,1074,sed2,rest,2,.vhdr,eeg,1815
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_eeg.vmrk,1074,sed2,rest,2,.vmrk,eeg,548
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_events.json,1074,sed2,rest,2,.json,events,767
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-2_events.tsv,1074,sed2,rest,2,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_channels.tsv,1074,sed2,rest,3,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_eeg.eeg,1074,sed2,rest,3,.eeg,eeg,76800256
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_eeg.json,1074,sed2,rest,3,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,1074,sed2,rest,3,.vhdr,eeg,1815
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_eeg.vmrk,1074,sed2,rest,3,.vmrk,eeg,548
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_events.json,1074,sed2,rest,3,.json,events,767
sub-1074/eeg/sub-1074_task-sed2_acq-rest_run-3_events.tsv,1074,sed2,rest,3,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_channels.tsv,1074,sed,rest,1,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_eeg.eeg,1074,sed,rest,1,.eeg,eeg,384000256
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_eeg.json,1074,sed,rest,1,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,1074,sed,rest,1,.vhdr,eeg,1813
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_eeg.vmrk,1074,sed,rest,1,.vmrk,eeg,547
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_events.json,1074,sed,rest,1,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-1_events.tsv,1074,sed,rest,1,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_channels.tsv,1074,sed,rest,2,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_eeg.eeg,1074,sed,rest,2,.eeg,eeg,384000256
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_eeg.json,1074,sed,rest,2,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,1074,sed,rest,2,.vhdr,eeg,1813
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_eeg.vmrk,1074,sed,rest,2,.vmrk,eeg,547
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_events.json,1074,sed,rest,2,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-2_events.tsv,1074,sed,rest,2,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_channels.tsv,1074,sed,rest,3,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_eeg.eeg,1074,sed,rest,3,.eeg,eeg,384000256
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_eeg.json,1074,sed,rest,3,.json,eeg,473
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,1074,sed,rest,3,.vhdr,eeg,1813
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_eeg.vmrk,1074,sed,rest,3,.vmrk,eeg,547
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_events.json,1074,sed,rest,3,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-rest_run-3_events.tsv,1074,sed,rest,3,.tsv,events,70
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_channels.tsv,1074,sed,tms,1,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_eeg.eeg,1074,sed,tms,1,.eeg,eeg,776611584
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_eeg.json,1074,sed,tms,1,.json,eeg,476
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_eeg.vhdr,1074,sed,tms,1,.vhdr,eeg,1811
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_eeg.vmrk,1074,sed,tms,1,.vmrk,eeg,9291
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_events.json,1074,sed,tms,1,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-1_events.tsv,1074,sed,tms,1,.tsv,events,10527
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_channels.tsv,1074,sed,tms,2,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_eeg.eeg,1074,sed,tms,2,.eeg,eeg,776614144
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_eeg.json,1074,sed,tms,2,.json,eeg,476
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_eeg.vhdr,1074,sed,tms,2,.vhdr,eeg,1811
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_eeg.vmrk,1074,sed,tms,2,.vmrk,eeg,8670
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_events.json,1074,sed,tms,2,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-2_events.tsv,1074,sed,tms,2,.tsv,events,9860
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_channels.tsv,1074,sed,tms,3,.tsv,channels,3911
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_eeg.eeg,1074,sed,tms,3,.eeg,eeg,763006720
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_eeg.json,1074,sed,tms,3,.json,eeg,476
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_eeg.vhdr,1074,sed,tms,3,.vhdr,eeg,1811
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_eeg.vmrk,1074,sed,tms,3,.vmrk,eeg,7582
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_events.json,1074,sed,tms,3,.json,events,767
sub-1074/eeg/sub-1074_task-sed_acq-tms_run-3_events.tsv,1074,sed,tms,3,.tsv,events,8553
sub-1071/sub-1071_scans.tsv,1071,,,0,.tsv,,819
sub-1071/eeg/sub-1071_task-awake_acq-EC_channels.tsv,1071,awake,EC,0,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-awake_acq-EC_eeg.eeg,1071,awake,EC,0,.eeg,eeg,384000256
sub-1071/eeg/sub-1071_task-awake_acq-EC_eeg.json,1071,awake,EC,0,.json,eeg,475
sub-1071/eeg/sub-1071_task-awake_acq-EC_eeg.vhdr,1071,awake,EC,0,.vhdr,eeg,1801
sub-1071/eeg/sub-1071_task-awake_acq-EC_eeg.vmrk,1071,awake,EC,0,.vmrk,eeg,541
sub-1071/eeg/sub-1071_task-awake_acq-EC_events.json,1071,awake,EC,0,.json,events,767
sub-1071/eeg/sub-1071_task-awake_acq-EC_events.tsv,1071,awake,EC,0,.tsv,events,70
sub-1071/eeg/sub-1071_task-awake_acq-EO_channels.tsv,1071,awake,EO,0,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-awake_acq-EO_eeg.eeg,1071,awake,EO,0,.eeg,eeg,384000256
sub-1071/eeg/sub-1071_task-awake_acq-EO_eeg.json,1071,awake,EO,0,.json,eeg,475
sub-1071/eeg/sub-1071_task-awake_acq-EO_eeg.vhdr,1071,awake,EO,0,.vhdr,eeg,1801
sub-1071/eeg/sub-1071_task-awake_acq-EO_eeg.vmrk,1071,awake,EO,0,.vmrk,eeg,541
sub-1071/eeg/sub-1071_task-awake_acq-EO_events.json,1071,awake,EO,0,.json,events,767
sub-1071/eeg/sub-1071_task-awake_acq-EO_events.tsv,1071,awake,EO,0,.tsv,events,70
sub-1071/eeg/sub-1071_task-awake_acq-tms_channels.tsv,1071,awake,tms,0,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-awake_acq-tms_eeg.eeg,1071,awake,tms,0,.eeg,eeg,773121024
sub-1071/eeg/sub-1071_task-awake_acq-tms_eeg.json,1071,awake,tms,0,.json,eeg,478
sub-1071/eeg/sub-1071_task-awake_acq-tms_eeg.vhdr,1071,awake,tms,0,.vhdr,eeg,1803
sub-1071/eeg/sub-1071_task-awake_acq-tms_eeg.vmrk,1071,awake,tms,0,.vmrk,eeg,8235
sub-1071/eeg/sub-1071_task-awake_acq-tms_events.json,1071,awake,tms,0,.json,events,767
sub-1071/eeg/sub-1071_task-awake_acq-tms_events.tsv,1071,awake,tms,0,.tsv,events,9320
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_channels.tsv,1071,sed2,rest,1,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_eeg.eeg,1071,sed2,rest,1,.eeg,eeg,76800256
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_eeg.json,1071,sed2,rest,1,.json,eeg,473
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,1071,sed2,rest,1,.vhdr,eeg,1815
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_eeg.vmrk,1071,sed2,rest,1,.vmrk,eeg,548
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_events.json,1071,sed2,rest,1,.json,events,767
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-1_events.tsv,1071,sed2,rest,1,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_channels.tsv,1071,sed2,rest,2,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_eeg.eeg,1071,sed2,rest,2,.eeg,eeg,76800256
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_eeg.json,1071,sed2,rest,2,.json,eeg,473
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,1071,sed2,rest,2,.vhdr,eeg,1815
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_eeg.vmrk,1071,sed2,rest,2,.vmrk,eeg,548
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_events.json,1071,sed2,rest,2,.json,events,767
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-2_events.tsv,1071,sed2,rest,2,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_channels.tsv,1071,sed2,rest,3,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_eeg.eeg,1071,sed2,rest,3,.eeg,eeg,73830656
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_eeg.json,1071,sed2,rest,3,.json,eeg,474
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,1071,sed2,rest,3,.vhdr,eeg,1815
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_eeg.vmrk,1071,sed2,rest,3,.vmrk,eeg,548
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_events.json,1071,sed2,rest,3,.json,events,767
sub-1071/eeg/sub-1071_task-sed2_acq-rest_run-3_events.tsv,1071,sed2,rest,3,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_channels.tsv,1071,sed,rest,1,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_eeg.eeg,1071,sed,rest,1,.eeg,eeg,384000256
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_eeg.json,1071,sed,rest,1,.json,eeg,473
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,1071,sed,rest,1,.vhdr,eeg,1813
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_eeg.vmrk,1071,sed,rest,1,.vmrk,eeg,547
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_events.json,1071,sed,rest,1,.json,events,767
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-1_events.tsv,1071,sed,rest,1,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_channels.tsv,1071,sed,rest,2,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_eeg.eeg,1071,sed,rest,2,.eeg,eeg,384000256
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_eeg.json,1071,sed,rest,2,.json,eeg,473
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,1071,sed,rest,2,.vhdr,eeg,1813
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_eeg.vmrk,1071,sed,rest,2,.vmrk,eeg,547
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_events.json,1071,sed,rest,2,.json,events,767
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-2_events.tsv,1071,sed,rest,2,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_channels.tsv,1071,sed,rest,3,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_eeg.eeg,1071,sed,rest,3,.eeg,eeg,384000256
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_eeg.json,1071,sed,rest,3,.json,eeg,473
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,1071,sed,rest,3,.vhdr,eeg,1813
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_eeg.vmrk,1071,sed,rest,3,.vmrk,eeg,547
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_events.json,1071,sed,rest,3,.json,events,767
sub-1071/eeg/sub-1071_task-sed_acq-rest_run-3_events.tsv,1071,sed,rest,3,.tsv,events,70
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_channels.tsv,1071,sed,tms,1,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_eeg.eeg,1071,sed,tms,1,.eeg,eeg,771569664
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_eeg.json,1071,sed,tms,1,.json,eeg,476
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_eeg.vhdr,1071,sed,tms,1,.vhdr,eeg,1811
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_eeg.vmrk,1071,sed,tms,1,.vmrk,eeg,9012
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_events.json,1071,sed,tms,1,.json,events,767
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-1_events.tsv,1071,sed,tms,1,.tsv,events,10189
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_channels.tsv,1071,sed,tms,2,.tsv,channels,3911
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_eeg.eeg,1071,sed,tms,2,.eeg,eeg,193032960
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_eeg.json,1071,sed,tms,2,.json,eeg,476
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_eeg.vhdr,1071,sed,tms,2,.vhdr,eeg,1811
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_eeg.vmrk,1071,sed,tms,2,.vmrk,eeg,633
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_events.json,1071,sed,tms,2,.json,events,767
sub-1071/eeg/sub-1071_task-sed_acq-tms_run-2_events.tsv,1071,sed,tms,2,.tsv,events,178
sub-1068/sub-1068_scans.tsv,1068,,,0,.tsv,,522
sub-1068/eeg/sub-1068_task-awake_acq-EC_channels.tsv,1068,awake,EC,0,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-awake_acq-EC_eeg.eeg,1068,awake,EC,0,.eeg,eeg,384000256
sub-1068/eeg/sub-1068_task-awake_acq-EC_eeg.json,1068,awake,EC,0,.json,eeg,475
sub-1068/eeg/sub-1068_task-awake_acq-EC_eeg.vhdr,1068,awake,EC,0,.vhdr,eeg,1801
sub-1068/eeg/sub-1068_task-awake_acq-EC_eeg.vmrk,1068,awake,EC,0,.vmrk,eeg,541
sub-1068/eeg/sub-1068_task-awake_acq-EC_events.json,1068,awake,EC,0,.json,events,767
sub-1068/eeg/sub-1068_task-awake_acq-EC_events.tsv,1068,awake,EC,0,.tsv,events,70
sub-1068/eeg/sub-1068_task-awake_acq-EO_channels.tsv,1068,awake,EO,0,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-awake_acq-EO_eeg.eeg,1068,awake,EO,0,.eeg,eeg,384000256
sub-1068/eeg/sub-1068_task-awake_acq-EO_eeg.json,1068,awake,EO,0,.json,eeg,475
sub-1068/eeg/sub-1068_task-awake_acq-EO_eeg.vhdr,1068,awake,EO,0,.vhdr,eeg,1801
sub-1068/eeg/sub-1068_task-awake_acq-EO_eeg.vmrk,1068,awake,EO,0,.vmrk,eeg,541
sub-1068/eeg/sub-1068_task-awake_acq-EO_events.json,1068,awake,EO,0,.json,events,767
sub-1068/eeg/sub-1068_task-awake_acq-EO_events.tsv,1068,awake,EO,0,.tsv,events,70
sub-1068/eeg/sub-1068_task-awake_acq-tms_channels.tsv,1068,awake,tms,0,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-awake_acq-tms_eeg.eeg,1068,awake,tms,0,.eeg,eeg,771569920
sub-1068/eeg/sub-1068_task-awake_acq-tms_eeg.json,1068,awake,tms,0,.json,eeg,478
sub-1068/eeg/sub-1068_task-awake_acq-tms_eeg.vhdr,1068,awake,tms,0,.vhdr,eeg,1803
sub-1068/eeg/sub-1068_task-awake_acq-tms_eeg.vmrk,1068,awake,tms,0,.vmrk,eeg,9749
sub-1068/eeg/sub-1068_task-awake_acq-tms_events.json,1068,awake,tms,0,.json,events,767
sub-1068/eeg/sub-1068_task-awake_acq-tms_events.tsv,1068,awake,tms,0,.tsv,events,11061
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_channels.tsv,1068,sed2,rest,1,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_eeg.eeg,1068,sed2,rest,1,.eeg,eeg,76800256
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_eeg.json,1068,sed2,rest,1,.json,eeg,473
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,1068,sed2,rest,1,.vhdr,eeg,1815
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_eeg.vmrk,1068,sed2,rest,1,.vmrk,eeg,548
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_events.json,1068,sed2,rest,1,.json,events,767
sub-1068/eeg/sub-1068_task-sed2_acq-rest_run-1_events.tsv,1068,sed2,rest,1,.tsv,events,70
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_channels.tsv,1068,sed,rest,1,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_eeg.eeg,1068,sed,rest,1,.eeg,eeg,384000256
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_eeg.json,1068,sed,rest,1,.json,eeg,473
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,1068,sed,rest,1,.vhdr,eeg,1813
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_eeg.vmrk,1068,sed,rest,1,.vmrk,eeg,547
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_events.json,1068,sed,rest,1,.json,events,767
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-1_events.tsv,1068,sed,rest,1,.tsv,events,70
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_channels.tsv,1068,sed,rest,2,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_eeg.eeg,1068,sed,rest,2,.eeg,eeg,384000256
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_eeg.json,1068,sed,rest,2,.json,eeg,473
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,1068,sed,rest,2,.vhdr,eeg,1813
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_eeg.vmrk,1068,sed,rest,2,.vmrk,eeg,547
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_events.json,1068,sed,rest,2,.json,events,767
sub-1068/eeg/sub-1068_task-sed_acq-rest_run-2_events.tsv,1068,sed,rest,2,.tsv,events,70
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_channels.tsv,1068,sed,tms,1,.tsv,channels,3911
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_eeg.eeg,1068,sed,tms,1,.eeg,eeg,1396484864
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_eeg.json,1068,sed,tms,1,.json,eeg,477
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_eeg.vhdr,1068,sed,tms,1,.vhdr,eeg,1811
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_eeg.vmrk,1068,sed,tms,1,.vmrk,eeg,11364
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_events.json,1068,sed,tms,1,.json,events,767
sub-1068/eeg/sub-1068_task-sed_acq-tms_run-1_events.tsv,1068,sed,tms,1,.tsv,events,13113
sub-1067/sub-1067_scans.tsv,1067,,,0,.tsv,,889
sub-1067/eeg/sub-1067_task-awake_acq-EC_channels.tsv,1067,awake,EC,0,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-awake_acq-EC_eeg.eeg,1067,awake,EC,0,.eeg,eeg,384000256
sub-1067/eeg/sub-1067_task-awake_acq-EC_eeg.json,1067,awake,EC,0,.json,eeg,475
sub-1067/eeg/sub-1067_task-awake_acq-EC_eeg.vhdr,1067,awake,EC,0,.vhdr,eeg,1801
sub-1067/eeg/sub-1067_task-awake_acq-EC_eeg.vmrk,1067,awake,EC,0,.vmrk,eeg,541
sub-1067/eeg/sub-1067_task-awake_acq-EC_events.json,1067,awake,EC,0,.json,events,767
sub-1067/eeg/sub-1067_task-awake_acq-EC_events.tsv,1067,awake,EC,0,.tsv,events,70
sub-1067/eeg/sub-1067_task-awake_acq-EO_channels.tsv,1067,awake,EO,0,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-awake_acq-EO_eeg.eeg,1067,awake,EO,0,.eeg,eeg,384000256
sub-1067/eeg/sub-1067_task-awake_acq-EO_eeg.json,1067,awake,EO,0,.json,eeg,475
sub-1067/eeg/sub-1067_task-awake_acq-EO_eeg.vhdr,1067,awake,EO,0,.vhdr,eeg,1801
sub-1067/eeg/sub-1067_task-awake_acq-EO_eeg.vmrk,1067,awake,EO,0,.vmrk,eeg,541
sub-1067/eeg/sub-1067_task-awake_acq-EO_events.json,1067,awake,EO,0,.json,events,767
sub-1067/eeg/sub-1067_task-awake_acq-EO_events.tsv,1067,awake,EO,0,.tsv,events,70
sub-1067/eeg/sub-1067_task-awake_acq-tms_channels.tsv,1067,awake,tms,0,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-awake_acq-tms_eeg.eeg,1067,awake,tms,0,.eeg,eeg,773120512
sub-1067/eeg/sub-1067_task-awake_acq-tms_eeg.json,1067,awake,tms,0,.json,eeg,478
sub-1067/eeg/sub-1067_task-awake_acq-tms_eeg.vhdr,1067,awake,tms,0,.vhdr,eeg,1803
sub-1067/eeg/sub-1067_task-awake_acq-tms_eeg.vmrk,1067,awake,tms,0,.vmrk,eeg,9691
sub-1067/eeg/sub-1067_task-awake_acq-tms_events.json,1067,awake,tms,0,.json,events,767
sub-1067/eeg/sub-1067_task-awake_acq-tms_events.tsv,1067,awake,tms,0,.tsv,events,10995
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_channels.tsv,1067,sed2,rest,1,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_eeg.eeg,1067,sed2,rest,1,.eeg,eeg,76800256
